id,title,url,points,author,comments,hn_link,scraped_at
49711544,Show HN: An e-ink frame that hears birds and draws them as 1800s illustrations,https://github.com/arnegiacomo/fugleramme,762,arnemunthekaas,112,https://news.ycombinator.com/item?id=49711544,2026-09-15T17:53:44+00:00
49712278,Show HN: Capsule – Single-file web apps that save their data into SQLite,https://withcapsule.app/,172,bashtian,90,https://news.ycombinator.com/item?id=49712278,2026-09-15T17:53:44+00:00
49708431,I can't stop thinking about Papua New Guinea,https://notnottalmud.substack.com/p/why-i-cant-stop-thinking-about-papua,772,networked,330,https://news.ycombinator.com/item?id=49708431,2026-09-15T17:53:44+00:00
49712102,Show HN: Hacking a $20 4G wireless hotspot into a texting device,https://bkovac.github.io/modem-thing/,119,bobili1234,18,https://news.ycombinator.com/item?id=49712102,2026-09-15T17:53:44+00:00
49715113,There's a 100% Chance AI Agents Are Ruining the Internet,https://www.404media.co/theres-a-100-chance-ai-agents-are-already-ruining-the-internet/,127,pavel_lishin,72,https://news.ycombinator.com/item?id=49715113,2026-09-15T17:53:44+00:00
49710109,Let's make quality the norm again,https://www.forbrukerradet.no/short-life/,151,ingve,148,https://news.ycombinator.com/item?id=49710109,2026-09-15T17:53:44+00:00
49710883,25 years of mass surveillance is enough,https://www.schneier.com/blog/archives/2026/09/25-years-of-mass-surveillance-is-enough.html,563,iamnothere,179,https://news.ycombinator.com/item?id=49710883,2026-09-15T17:53:44+00:00
49697496,Most people prefer traditional architecture,https://www.worksinprogress.news/p/do-people-prefer-traditional-architecture,128,alihm,43,https://news.ycombinator.com/item?id=49697496,2026-09-15T17:53:44+00:00
49709381,Alternatives to MinIO for single-node local S3,https://rmoff.net/2026/01/14/alternatives-to-minio-for-single-node-local-s3/,191,rmoff,79,https://news.ycombinator.com/item?id=49709381,2026-09-15T17:53:44+00:00
49707473,US confirms for first time it has deployed space weapons,https://www.bbc.com/news/articles/ck790xg41ygro,297,harporoeder,192,https://news.ycombinator.com/item?id=49707473,2026-09-15T17:53:44+00:00
49708993,CSS-Tricks in Limbo,https://vale.rocks/micros/20260915-0135,213,edent,82,https://news.ycombinator.com/item?id=49708993,2026-09-15T17:53:44+00:00
49704132,"A single firm is behind OpenAI, Anthropic, and Meta hacking scandals",https://www.effort.news/irregular,148,yusufozkan,50,https://news.ycombinator.com/item?id=49704132,2026-09-15T17:53:44+00:00
49712041,Java 27,https://mail.openjdk.org/archives/list/announce@openjdk.org/thread/ORGGLMN75HFEWP7YL3ZLGHLYHVIBJDYT/,261,mkurz,204,https://news.ycombinator.com/item?id=49712041,2026-09-15T17:53:44+00:00
